Model,BooleanFeatures,GroupKeywords,BooleanConstraints,FeatureAttributes,GroupCardinality,NumericConstraints,FeatureCardinality,AggregateFunctions,TypeFeatures,StringConstraints,Imports
model_20170320_1505333083,47,22,0,0,0,0,0,0,0,0,0
model_20170320_772300106,48,47,0,0,0,0,0,0,0,0,0
model_20170321_1279222212,10,7,2,0,0,0,0,0,0,0,0
model_20170321_1774846112,179,117,26,0,0,0,0,0,0,0,0
model_20170322_711096381,10,9,0,0,0,0,0,0,0,0,0
model_20170328_1485540940,451,267,137,0,0,0,0,0,0,0,0
model_20170328_418838667,261,179,72,0,0,0,0,0,0,0,0
model_20170402_1978825740,263,177,84,0,0,0,0,0,0,0,0
model_20170402_765751837,329,233,108,0,0,0,0,0,0,0,0
model_20170404_1821671055,13,8,3,0,0,0,0,0,0,0,0
model_20170405_957299568,142,26,88,0,0,0,0,0,0,0,0
model_20170410_971411480,11,5,0,0,0,0,0,0,0,0,0
model_20170414_1751865819,77,75,8,0,0,0,0,0,0,0,0
model_20170419_185164278,17,10,0,0,0,0,0,0,0,0,0
model_20170420_1165511748,77,38,0,0,0,0,0,0,0,0,0
model_20170424_781699396,142,70,13,0,0,0,0,0,0,0,0
model_20170502_101132737,33,25,9,0,0,0,0,0,0,0,0
model_20170504_370000031,36,18,5,0,0,0,0,0,0,0,0
model_20170505_1428478521,24,18,2,0,0,0,0,0,0,0,0
model_20170505_1995894898,32,23,3,0,0,0,0,0,0,0,0
model_20170510_174347414,15,10,0,0,0,0,0,0,0,0,0
model_20170512_1532934104,24,18,0,0,0,0,0,0,0,0,0
model_20170514_1578942718,40,23,6,0,0,0,0,0,0,0,0
model_20170517_1276361560,10,6,2,0,0,0,0,0,0,0,0
model_20170517_1468714593,10,6,2,0,0,0,0,0,0,0,0
model_20170517_1986241278,10,6,2,0,0,0,0,0,0,0,0
model_20170518_1713871521,15,9,2,0,0,0,0,0,0,0,0
model_20170518_711240246,36,35,0,0,0,0,0,0,0,0,0
model_20170527_1802227256,11,7,3,0,0,0,0,0,0,0,0
model_20170528_1427439246,10,7,2,0,0,0,0,0,0,0,0
model_20170607_1389753102,13,8,1,0,0,0,0,0,0,0,0
model_20170618_724645944,13,10,2,0,0,0,0,0,0,0,0
model_20170627_231083922,14,8,1,0,0,0,0,0,0,0,0
model_20170702_979744088,21,10,0,0,0,0,0,0,0,0,0
model_20170703_1893075315,20,13,1,0,0,0,0,0,0,0,0
model_20170704_1299892151,11,10,0,0,0,0,0,0,0,0,0
model_20170706_1181552122,11,7,2,0,0,0,0,0,0,0,0
model_20170706_1588900401,30,20,1,0,0,0,0,0,0,0,0
model_20170718_2017313962,18,17,0,0,0,0,0,0,0,0,0
model_20170720_160368734,14,13,0,0,0,0,0,0,0,0,0
model_20170809_1734454576,15,13,0,0,0,0,0,0,0,0,0
model_20170814_699386305,12,11,0,0,0,0,0,0,0,0,0
model_20170818_1523700786,31,27,0,0,0,0,0,0,0,0,0
model_20170818_812208818,31,27,0,0,0,0,0,0,0,0,0
model_20170821_2117231347,28,16,25,0,0,0,0,0,0,0,0
model_20170821_744427680,15,6,16,0,0,0,0,0,0,0,0
model_20170904_444361354,46,27,0,0,0,0,0,0,0,0,0
model_20170904_998227463,42,30,0,0,0,0,0,0,0,0,0
model_20170911_1850240044,13,11,0,0,0,0,0,0,0,0,0
model_20170916_132089042,48,24,24,0,0,0,0,0,0,0,0
model_20170916_973590519,48,23,14,0,0,0,0,0,0,0,0
model_20170918_1157652981,48,23,4,0,0,0,0,0,0,0,0
model_20170918_191476099,48,47,1,0,0,0,0,0,0,0,0
model_20170918_1996976409,33,28,0,0,0,0,0,0,0,0,0
model_20170918_2076946141,16,9,0,0,0,0,0,0,0,0,0
model_20170918_446567907,48,24,11,0,0,0,0,0,0,0,0
model_20170919_1393589103,48,23,20,0,0,0,0,0,0,0,0
model_20170919_1425490791,47,23,17,0,0,0,0,0,0,0,0
model_20170919_1946252337,48,22,6,0,0,0,0,0,0,0,0
model_20170919_303553909,49,23,29,0,0,0,0,0,0,0,0
model_20170919_414938854,47,33,0,0,0,0,0,0,0,0,0
model_20170921_244476382,47,21,10,0,0,0,0,0,0,0,0
model_20170925_1698983864,19,18,0,0,0,0,0,0,0,0,0
model_20170926_1539445221,14,10,1,0,0,0,0,0,0,0,0
model_20170926_289427240,11,6,0,0,0,0,0,0,0,0,0
model_20170927_2140419024,87,28,0,0,0,0,0,0,0,0,0
model_20170930_228024571,62,31,25,0,0,0,0,0,0,0,0
model_20171005_1407702877,28,20,0,0,0,0,0,0,0,0,0
model_20171005_1816009957,10,6,0,0,0,0,0,0,0,0,0
model_20171005_661289758,10,9,0,0,0,0,0,0,0,0,0
model_20171008_377237228,43,19,0,0,0,0,0,0,0,0,0
model_20171010_332868283,12,8,0,0,0,0,0,0,0,0,0
model_20171012_404282969,25,21,0,0,0,0,0,0,0,0,0
model_20171012_432118074,28,24,0,0,0,0,0,0,0,0,0
model_20171012_484328807,36,35,0,0,0,0,0,0,0,0,0
model_20171014_936370428,10,6,0,0,0,0,0,0,0,0,0
model_20171016_1973576375,11,8,3,0,0,0,0,0,0,0,0
model_20171016_2132568250,12,3,0,0,0,0,0,0,0,0,0
model_20171016_777651910,27,19,0,0,0,0,0,0,0,0,0
model_20171018_1720986032,130,72,0,0,0,0,0,0,0,0,0
model_20171020_786614820,12,9,0,0,0,0,0,0,0,0,0
model_20171021_192017753,17,12,0,0,0,0,0,0,0,0,0
model_20171028_1906143627,13,9,2,0,0,0,0,0,0,0,0
model_20171029_1247758730,10,8,0,0,0,0,0,0,0,0,0
model_20171029_714150136,10,9,0,0,0,0,0,0,0,0,0
model_20171108_1643056811,12,5,0,0,0,0,0,0,0,0,0
model_20171109_1740328562,21,10,11,0,0,0,0,0,0,0,0
model_20171128_2320585,14,11,0,0,0,0,0,0,0,0,0
model_20171129_847069382,35,21,0,0,0,0,0,0,0,0,0
model_20171202_671836466,14,13,0,0,0,0,0,0,0,0,0
model_20171204_404453510,21,12,2,0,0,0,0,0,0,0,0
model_20171207_1015871671,18,9,16,0,0,0,0,0,0,0,0
model_20171207_711618687,13,6,0,0,0,0,0,0,0,0,0
model_20171208_504832504,10,6,0,0,0,0,0,0,0,0,0
model_20171213_638254090,11,6,0,0,0,0,0,0,0,0,0
model_20180110_870365297,10,6,2,0,0,0,0,0,0,0,0
model_20180122_1429516018,40,13,4,0,0,0,0,0,0,0,0
model_20180126_2070362475,30,23,0,0,0,0,0,0,0,0,0
model_20180214_1066016479,96,50,17,0,0,0,0,0,0,0,0
model_20180222_1531590612,18,14,0,0,0,0,0,0,0,0,0
model_20180222_1576024243,13,9,0,0,0,0,0,0,0,0,0
model_20180222_1790291836,22,13,0,0,0,0,0,0,0,0,0
model_20180222_1813103418,26,17,0,0,0,0,0,0,0,0,0
model_20180222_1895267586,22,21,3,0,0,0,0,0,0,0,0
model_20180222_1925875374,45,31,0,0,0,0,0,0,0,0,0
model_20180222_524224426,26,13,0,0,0,0,0,0,0,0,0
model_20180222_786472237,12,6,0,0,0,0,0,0,0,0,0
model_20180226_492552032,11,6,0,0,0,0,0,0,0,0,0
model_20180227_1765307019,116,55,16,0,0,0,0,0,0,0,0
model_20180301_203291309,13,12,0,0,0,0,0,0,0,0,0
model_20180302_974887082,122,121,28,0,0,0,0,0,0,0,0
model_20180304_1150769979,48,25,11,0,0,0,0,0,0,0,0
model_20180304_290046860,48,23,3,0,0,0,0,0,0,0,0
model_20180305_1393570452,48,23,18,0,0,0,0,0,0,0,0
model_20180305_1565538092,50,25,12,0,0,0,0,0,0,0,0
model_20180305_2101436905,47,23,0,0,0,0,0,0,0,0,0
model_20180306_1110315637,39,17,1,0,0,0,0,0,0,0,0
model_20180306_1553572984,47,46,0,0,0,0,0,0,0,0,0
model_20180306_1625675392,48,23,0,0,0,0,0,0,0,0,0
model_20180306_177892963,45,20,15,0,0,0,0,0,0,0,0
model_20180306_1851656621,49,24,13,0,0,0,0,0,0,0,0
model_20180306_422218475,53,28,6,0,0,0,0,0,0,0,0
model_20180306_73619671,48,23,5,0,0,0,0,0,0,0,0
model_20180306_832754487,49,24,27,0,0,0,0,0,0,0,0
model_20180307_2144246090,49,26,10,0,0,0,0,0,0,0,0
model_20180311_1112468126,29,25,0,0,0,0,0,0,0,0,0
model_20180403_1861855205,14,13,0,0,0,0,0,0,0,0,0
model_20180407_489573335,109,101,17,0,0,0,0,0,0,0,0
model_20180409_394573881,10,6,0,0,0,0,0,0,0,0,0
model_20180411_122889136,26,7,0,0,0,0,0,0,0,0,0
model_20180509_988672632,27,12,0,0,0,0,0,0,0,0,0
model_20180511_622669496,18,17,0,0,0,0,0,0,0,0,0
model_20180511_935028612,20,13,3,0,0,0,0,0,0,0,0
model_20180512_143602565,37,30,0,0,0,0,0,0,0,0,0
model_20180512_276218752,36,35,2,0,0,0,0,0,0,0,0
model_20180512_316263333,41,29,0,0,0,0,0,0,0,0,0
model_20180512_409172439,37,30,0,0,0,0,0,0,0,0,0
model_20180512_419383167,36,35,2,0,0,0,0,0,0,0,0
model_20180512_427876131,37,30,0,0,0,0,0,0,0,0,0
model_20180512_660942805,36,35,2,0,0,0,0,0,0,0,0
model_20180512_733862721,23,10,2,0,0,0,0,0,0,0,0
model_20180512_775268148,24,10,0,0,0,0,0,0,0,0,0
model_20180512_810540422,23,10,1,0,0,0,0,0,0,0,0
model_20180512_893377341,24,10,2,0,0,0,0,0,0,0,0
model_20180513_39795521,22,16,0,0,0,0,0,0,0,0,0
model_20180514_1722608288,27,22,0,0,0,0,0,0,0,0,0
model_20180514_381391194,20,19,0,0,0,0,0,0,0,0,0
model_20180530_1810935889,11,10,2,0,0,0,0,0,0,0,0
model_20180611_1112345807,10,7,3,0,0,0,0,0,0,0,0
model_20180611_1140870617,10,7,3,0,0,0,0,0,0,0,0
model_20180611_1800915628,10,6,3,0,0,0,0,0,0,0,0
model_20180611_848416665,10,7,3,0,0,0,0,0,0,0,0
model_20180612_1244406232,33,11,0,0,0,0,0,0,0,0,0
model_20180612_712325117,15,14,0,0,0,0,0,0,0,0,0
model_20180613_78021145,15,11,1,0,0,0,0,0,0,0,0
model_20180618_656757926,11,10,0,0,0,0,0,0,0,0,0
model_20180705_2136123533,10,2,0,0,0,0,0,0,0,0,0
model_20180708_1907991672,24,19,9,0,0,0,0,0,0,0,0
model_20180713_1002093829,23,8,6,0,0,0,0,0,0,0,0
model_20180729_2071913647,24,19,6,0,0,0,0,0,0,0,0
model_20180729_701594854,22,19,3,0,0,0,0,0,0,0,0
model_20180729_778045288,31,24,3,0,0,0,0,0,0,0,0
model_20180815_1120231956,26,20,8,0,0,0,0,0,0,0,0
model_20180819_995624779,14,9,0,0,0,0,0,0,0,0,0
model_20180911_126281571,10,6,2,0,0,0,0,0,0,0,0
model_20180913_1045465294,10,5,0,0,0,0,0,0,0,0,0
model_20180913_872907572,15,14,0,0,0,0,0,0,0,0,0
model_20180917_1978871462,50,32,0,0,0,0,0,0,0,0,0
model_20180927_642324190,51,33,0,0,0,0,0,0,0,0,0
model_20180930_1153905679,27,23,0,0,0,0,0,0,0,0,0
model_20181005_1705175151,26,17,0,0,0,0,0,0,0,0,0
model_20181016_583005690,32,21,2,0,0,0,0,0,0,0,0
model_20181019_994429580,10,7,1,0,0,0,0,0,0,0,0
model_20181024_611767532,13,9,2,0,0,0,0,0,0,0,0
model_20181029_2093756359,18,10,4,0,0,0,0,0,0,0,0
model_20181103_2077285196,11,7,2,0,0,0,0,0,0,0,0
model_20181104_43638915,10,6,0,0,0,0,0,0,0,0,0
model_20181118_1641295184,12,9,1,0,0,0,0,0,0,0,0
model_20181119_2037159342,23,16,6,0,0,0,0,0,0,0,0
model_20181205_2097248492,19,9,9,0,0,0,0,0,0,0,0
model_20181219_1343761699,20,7,6,0,0,0,0,0,0,0,0
model_20190108_414883666,17,12,0,0,0,0,0,0,0,0,0
model_20190117_1837815772,14,10,0,0,0,0,0,0,0,0,0
model_20190122_546529784,18,14,1,0,0,0,0,0,0,0,0
model_20190124_988857604,46,35,0,0,0,0,0,0,0,0,0
model_20190128_1522973155,23,16,5,0,0,0,0,0,0,0,0
model_20190129_1004578234,18,17,1,0,0,0,0,0,0,0,0
model_20190203_959278211,27,26,0,0,0,0,0,0,0,0,0
model_20190214_582844610,11,7,2,0,0,0,0,0,0,0,0
model_20190219_265960660,178,92,9,0,0,0,0,0,0,0,0
model_20190220_184230257,38,27,10,0,0,0,0,0,0,0,0
model_20190221_1604245950,18,14,2,0,0,0,0,0,0,0,0
model_20190223_1159148955,103,44,9,0,0,0,0,0,0,0,0
model_20190223_1275185141,10,5,1,0,0,0,0,0,0,0,0
model_20190223_2023041805,19,8,10,0,0,0,0,0,0,0,0
model_20190223_2034909826,88,20,0,0,0,0,0,0,0,0,0
model_20190228_1201197026,16,15,2,0,0,0,0,0,0,0,0
model_20190304_818967793,29,17,0,0,0,0,0,0,0,0,0
model_20190326_164569423,10,9,0,0,0,0,0,0,0,0,0
model_20190328_829158427,14,10,3,0,0,0,0,0,0,0,0
model_20190411_1457420991,18,14,11,0,0,0,0,0,0,0,0
model_20190413_1966613868,42,10,0,0,0,0,0,0,0,0,0
model_20190416_284413958,37,34,0,0,0,0,0,0,0,0,0
model_20190416_545039882,21,20,0,0,0,0,0,0,0,0,0
model_20190416_886742925,12,11,0,0,0,0,0,0,0,0,0
model_20190430_2137275351,37,29,1,0,0,0,0,0,0,0,0
model_20190430_348224224,33,24,0,0,0,0,0,0,0,0,0
model_20190502_109355269,18,9,0,0,0,0,0,0,0,0,0
model_20190502_1338968023,34,33,5,0,0,0,0,0,0,0,0
model_20190503_1463982406,41,33,4,0,0,0,0,0,0,0,0
model_20190504_755268837,43,34,11,0,0,0,0,0,0,0,0
model_20190510_1232864614,12,7,0,0,0,0,0,0,0,0,0
model_20190510_899437477,13,10,0,0,0,0,0,0,0,0,0
model_20190513_110684557,10,6,2,0,0,0,0,0,0,0,0
model_20190513_1749709644,20,16,3,0,0,0,0,0,0,0,0
model_20190513_1805648090,10,9,2,0,0,0,0,0,0,0,0
model_20190513_215044614,10,8,0,0,0,0,0,0,0,0,0
model_20190513_554652357,10,9,0,0,0,0,0,0,0,0,0
model_20190513_639238065,10,6,1,0,0,0,0,0,0,0,0
model_20190514_850677966,25,21,4,0,0,0,0,0,0,0,0
model_20190522_227919886,20,15,5,0,0,0,0,0,0,0,0
model_20190526_2060834946,12,7,1,0,0,0,0,0,0,0,0
model_20190616_1868431112,40,30,0,0,0,0,0,0,0,0,0
model_20190619_50728308,19,18,0,0,0,0,0,0,0,0,0
model_20190624_198695067,24,23,0,0,0,0,0,0,0,0,0
model_20190730_1957937065,25,17,1,0,0,0,0,0,0,0,0
model_20190805_1041162508,23,11,1,0,0,0,0,0,0,0,0
model_20190824_1440931285,104,17,0,0,0,0,0,0,0,0,0
model_20190825_1083955002,12,7,0,0,0,0,0,0,0,0,0
model_20190904_400441788,625,381,0,0,0,0,0,0,0,0,0
model_20190913_1052617154,21,20,0,0,0,0,0,0,0,0,0
model_20190914_1323674619,61,56,0,0,0,0,0,0,0,0,0
model_20190915_1211977272,22,20,0,0,0,0,0,0,0,0,0
model_20190915_1647283170,10,9,0,0,0,0,0,0,0,0,0
model_20190915_38921055,10,9,0,0,0,0,0,0,0,0,0
model_20190916_1591625575,42,23,0,0,0,0,0,0,0,0,0
model_20190916_1777637747,10,9,0,0,0,0,0,0,0,0,0
model_20190916_233719618,10,9,0,0,0,0,0,0,0,0,0
model_20190916_779041735,41,22,0,0,0,0,0,0,0,0,0
model_20190917_1294871534,16,12,0,0,0,0,0,0,0,0,0
model_20190917_1352548057,59,32,0,0,0,0,0,0,0,0,0
model_20190917_1484600794,17,12,0,0,0,0,0,0,0,0,0
model_20190917_1598073515,16,15,0,0,0,0,0,0,0,0,0
model_20190917_1679843058,11,10,0,0,0,0,0,0,0,0,0
model_20190917_1844149588,49,24,0,0,0,0,0,0,0,0,0
model_20190917_1855142600,38,32,0,0,0,0,0,0,0,0,0
model_20190917_1882445879,16,11,0,0,0,0,0,0,0,0,0
model_20190917_383002664,43,23,0,0,0,0,0,0,0,0,0
model_20190917_490456110,39,22,0,0,0,0,0,0,0,0,0
model_20190917_512190943,45,36,0,0,0,0,0,0,0,0,0
model_20190917_552843992,10,6,0,0,0,0,0,0,0,0,0
model_20190917_595353381,13,11,0,0,0,0,0,0,0,0,0
model_20190917_659690280,12,11,0,0,0,0,0,0,0,0,0
model_20190917_729866659,83,55,0,0,0,0,0,0,0,0,0
model_20190917_75070341,33,14,0,0,0,0,0,0,0,0,0
model_20190917_80747458,16,13,0,0,0,0,0,0,0,0,0
model_20190917_896971240,35,19,0,0,0,0,0,0,0,0,0
model_20190918_1569717148,17,16,0,0,0,0,0,0,0,0,0
model_20190919_887233558,17,16,0,0,0,0,0,0,0,0,0
model_20190920_1330526555,10,9,0,0,0,0,0,0,0,0,0
model_20190920_56721129,15,13,0,0,0,0,0,0,0,0,0
model_20190920_579117949,13,10,5,0,0,0,0,0,0,0,0
model_20190921_1186818003,15,11,0,0,0,0,0,0,0,0,0
model_20190922_1316746975,22,21,0,0,0,0,0,0,0,0,0
model_20190922_230985682,21,20,11,0,0,0,0,0,0,0,0
model_20190922_267709941,35,34,0,0,0,0,0,0,0,0,0
model_20190922_499979669,25,19,4,0,0,0,0,0,0,0,0
model_20190922_718247414,12,9,0,0,0,0,0,0,0,0,0
model_20190922_729177560,21,20,0,0,0,0,0,0,0,0,0
model_20190929_1773228224,17,16,8,0,0,0,0,0,0,0,0
model_20191012_1432325334,40,30,7,0,0,0,0,0,0,0,0
model_20191016_1243022077,83,82,0,0,0,0,0,0,0,0,0
model_20191111_1176325905,16,11,0,0,0,0,0,0,0,0,0
model_20191115_635910941,37,27,0,0,0,0,0,0,0,0,0
model_20191119_1702487696,24,23,0,0,0,0,0,0,0,0,0
model_20191126_842054213,21,14,3,0,0,0,0,0,0,0,0
model_20200120_1111265554,10,4,0,0,0,0,0,0,0,0,0
model_20200121_827473084,17,7,0,0,0,0,0,0,0,0,0
model_20200128_1154759905,23,14,4,0,0,0,0,0,0,0,0
model_20200128_1186233455,23,14,4,0,0,0,0,0,0,0,0
model_20200128_1669015551,23,14,0,0,0,0,0,0,0,0,0
model_20200128_23228584,23,14,4,0,0,0,0,0,0,0,0
model_20200128_745414394,23,14,0,0,0,0,0,0,0,0,0
model_20200212_1763855182,12,11,0,0,0,0,0,0,0,0,0
model_20200225_1125771038,43,29,3,0,0,0,0,0,0,0,0
model_20200316_153170359,124,62,7,0,0,0,0,0,0,0,0
model_20200320_13307140,10,9,0,0,0,0,0,0,0,0,0
model_20200403_1286696698,37,26,0,0,0,0,0,0,0,0,0
model_20200403_1474941211,14,9,0,0,0,0,0,0,0,0,0
model_20200412_2136556876,12,11,0,0,0,0,0,0,0,0,0
model_20200413_90255108,48,13,0,0,0,0,0,0,0,0,0
model_20200425_1144751894,10,7,4,0,0,0,0,0,0,0,0
model_20200503_927740000,21,11,3,0,0,0,0,0,0,0,0
model_20200513_1559879338,11,9,0,0,0,0,0,0,0,0,0
model_20200517_1501498720,11,7,2,0,0,0,0,0,0,0,0
model_20200524_149606280,35,26,13,0,0,0,0,0,0,0,0
model_20200609_1715293706,12,6,2,0,0,0,0,0,0,0,0
model_20200619_2057881785,37,31,7,0,0,0,0,0,0,0,0
model_20200621_929471783,11,6,2,0,0,0,0,0,0,0,0
model_20200728_429027371,17,7,0,0,0,0,0,0,0,0,0
model_20200810_1006372985,36,27,0,0,0,0,0,0,0,0,0
model_20200810_1274447969,33,27,0,0,0,0,0,0,0,0,0
model_20200810_1407499848,35,24,0,0,0,0,0,0,0,0,0
model_20200810_1487197226,29,23,0,0,0,0,0,0,0,0,0
model_20200810_1781368898,21,19,0,0,0,0,0,0,0,0,0
model_20200810_1943380085,26,16,1,0,0,0,0,0,0,0,0
model_20200810_903664942,25,14,2,0,0,0,0,0,0,0,0
model_20200810_956997411,39,30,0,0,0,0,0,0,0,0,0
model_20200811_1911664133,17,12,6,0,0,0,0,0,0,0,0
model_20200811_368165701,11,9,0,0,0,0,0,0,0,0,0
model_20200813_1618100589,28,25,0,0,0,0,0,0,0,0,0
model_20200815_1845054862,39,31,0,0,0,0,0,0,0,0,0
model_20200815_41086763,31,27,0,0,0,0,0,0,0,0,0
model_20200815_433256797,39,31,0,0,0,0,0,0,0,0,0
model_20200815_582760962,29,22,0,0,0,0,0,0,0,0,0
model_20200816_1246721801,18,15,0,0,0,0,0,0,0,0,0
model_20200816_33425673,39,31,0,0,0,0,0,0,0,0,0
model_20200817_129447612,37,30,0,0,0,0,0,0,0,0,0
model_20200817_1333981485,33,17,0,0,0,0,0,0,0,0,0
model_20200819_498504850,31,25,0,0,0,0,0,0,0,0,0
model_20200819_710049424,28,17,0,0,0,0,0,0,0,0,0
model_20200819_795623217,26,16,0,0,0,0,0,0,0,0,0
model_20200829_1325519775,22,21,0,0,0,0,0,0,0,0,0
model_20200901_1356822502,38,22,0,0,0,0,0,0,0,0,0
model_20200901_1590540568,38,22,4,0,0,0,0,0,0,0,0
model_20200901_1615961503,38,22,0,0,0,0,0,0,0,0,0
model_20200901_164722413,11,7,0,0,0,0,0,0,0,0,0
model_20200901_2052923297,21,20,0,0,0,0,0,0,0,0,0
model_20200901_328439811,35,19,0,0,0,0,0,0,0,0,0
model_20200901_40084439,26,25,0,0,0,0,0,0,0,0,0
model_20200901_93573304,38,22,0,0,0,0,0,0,0,0,0
model_20200907_1296105910,35,19,1,0,0,0,0,0,0,0,0
model_20200907_1598312227,130,128,0,0,0,0,0,0,0,0,0
model_20200907_1678285822,63,46,0,0,0,0,0,0,0,0,0
model_20200909_844580970,17,8,0,0,0,0,0,0,0,0,0
model_20200919_469515687,20,14,1,0,0,0,0,0,0,0,0
model_20201002_1982652571,15,11,0,0,0,0,0,0,0,0,0
model_20201007_667063467,72,52,0,0,0,0,0,0,0,0,0
model_20201010_633615094,12,6,0,0,0,0,0,0,0,0,0
model_20201011_1804341944,59,7,0,0,0,0,0,0,0,0,0
model_20220910_809454030,37,12,13,0,0,0,0,0,0,0,0
model_20221004_622223252,26,25,0,0,0,0,0,0,0,0,0
model_20221009_1635938665,42,29,0,0,0,0,0,0,0,0,0
model_20221010_1477134717,51,29,0,0,0,0,0,0,0,0,0
model_20221013_1054303307,66,43,0,0,0,0,0,0,0,0,0
model_20221015_510481451,12,9,2,0,0,0,0,0,0,0,0
model_20221017_1844403757,10,9,0,0,0,0,0,0,0,0,0
model_20221018_544175819,29,18,0,0,0,0,0,0,0,0,0
model_20221025_2010292001,22,21,0,0,0,0,0,0,0,0,0
model_20221026_1860047321,103,72,0,0,0,0,0,0,0,0,0
model_20221029_568257220,17,8,18,0,0,0,0,0,0,0,0
model_20221031_340330235,35,34,0,0,0,0,0,0,0,0,0
model_20221031_379205114,158,70,111,0,0,0,0,0,0,0,0
model_20221101_871584152,19,8,19,0,0,0,0,0,0,0,0
model_20221102_1308706395,17,8,3,0,0,0,0,0,0,0,0
model_20221109_1435495840,14,10,2,0,0,0,0,0,0,0,0
model_20221114_1363146415,39,29,4,0,0,0,0,0,0,0,0
model_20221122_1612835830,20,10,0,0,0,0,0,0,0,0,0
model_20221125_1235088379,25,13,1,0,0,0,0,0,0,0,0
model_20221208_1038664369,28,14,0,0,0,0,0,0,0,0,0
model_20221208_1116778716,22,11,0,0,0,0,0,0,0,0,0
model_20221220_1576677705,14,7,2,0,0,0,0,0,0,0,0
model_20221229_1000010819,17,11,0,0,0,0,0,0,0,0,0
model_20221229_2070974785,17,11,0,0,0,0,0,0,0,0,0
model_20230120_1200060194,20,16,0,0,0,0,0,0,0,0,0
model_20230228_1021126902,11,7,1,0,0,0,0,0,0,0,0
model_20230313_612090761,13,8,3,0,0,0,0,0,0,0,0
model_20230322_1023477919,73,25,0,0,0,0,0,0,0,0,0
model_20230322_1028761227,18,11,0,0,0,0,0,0,0,0,0
model_20230322_1036375763,40,26,0,0,0,0,0,0,0,0,0
model_20230322_1194175451,34,24,0,0,0,0,0,0,0,0,0
model_20230322_1299985155,31,19,0,0,0,0,0,0,0,0,0
model_20230322_1548752135,45,27,4,0,0,0,0,0,0,0,0
model_20230322_1573076538,17,11,0,0,0,0,0,0,0,0,0
model_20230322_1814026223,20,15,0,0,0,0,0,0,0,0,0
model_20230322_1855764436,26,16,0,0,0,0,0,0,0,0,0
model_20230322_1882971454,21,18,0,0,0,0,0,0,0,0,0
model_20230322_1887635433,32,23,0,0,0,0,0,0,0,0,0
model_20230322_1914329788,32,23,0,0,0,0,0,0,0,0,0
model_20230322_2049733851,24,20,0,0,0,0,0,0,0,0,0
model_20230322_2065877531,26,23,0,0,0,0,0,0,0,0,0
model_20230322_208918165,40,26,0,0,0,0,0,0,0,0,0
model_20230322_242202942,19,14,0,0,0,0,0,0,0,0,0
model_20230322_307237036,29,22,0,0,0,0,0,0,0,0,0
model_20230322_310895789,26,23,0,0,0,0,0,0,0,0,0
model_20230322_342259021,33,24,0,0,0,0,0,0,0,0,0
model_20230322_413432441,22,20,0,0,0,0,0,0,0,0,0
model_20230322_492815120,41,31,0,0,0,0,0,0,0,0,0
model_20230322_497943934,40,26,0,0,0,0,0,0,0,0,0
model_20230322_572568226,51,34,0,0,0,0,0,0,0,0,0
model_20230322_604627146,22,17,0,0,0,0,0,0,0,0,0
model_20230322_61558144,16,12,0,0,0,0,0,0,0,0,0
model_20230322_729074756,29,22,0,0,0,0,0,0,0,0,0
model_20230322_774285627,15,11,0,0,0,0,0,0,0,0,0
model_20230322_812446738,34,22,0,0,0,0,0,0,0,0,0
model_20230322_928718925,20,15,0,0,0,0,0,0,0,0,0
model_20230323_1102049462,17,16,0,0,0,0,0,0,0,0,0
model_20230323_1108197556,17,14,0,0,0,0,0,0,0,0,0
model_20230323_1971213764,46,33,0,0,0,0,0,0,0,0,0
model_20230323_425392427,33,24,0,0,0,0,0,0,0,0,0
model_20230323_58681865,17,14,0,0,0,0,0,0,0,0,0
model_20230323_642188361,23,18,0,0,0,0,0,0,0,0,0
model_20230323_867226898,16,12,0,0,0,0,0,0,0,0,0
model_20230323_901833353,74,61,0,0,0,0,0,0,0,0,0
model_20230422_2139223494,37,23,0,0,0,0,0,0,0,0,0
model_20230423_1943321532,27,24,0,0,0,0,0,0,0,0,0
model_20230426_159926820,59,42,0,0,0,0,0,0,0,0,0
model_20230505_1739075744,42,41,3,0,0,0,0,0,0,0,0
model_20230608_1658584159,24,15,0,0,0,0,0,0,0,0,0
model_20230609_1502711362,22,21,0,0,0,0,0,0,0,0,0
model_20230613_1168762973,11,6,0,0,0,0,0,0,0,0,0
model_20230615_1063099089,38,17,0,0,0,0,0,0,0,0,0
model_20230615_743611401,24,15,0,0,0,0,0,0,0,0,0
model_20230615_784426434,14,9,0,0,0,0,0,0,0,0,0
model_20230616_862941800,30,25,0,0,0,0,0,0,0,0,0
model_20230630_666266911,13,8,2,0,0,0,0,0,0,0,0
movies_app_fm,13,9,0,0,0,0,0,0,0,0,0
REAL-FM-1,88,54,0,0,0,0,0,0,0,0,0
REAL-FM-10,14,12,0,0,0,0,0,0,0,0,0
REAL-FM-11,67,60,4,0,0,0,0,0,0,0,0
REAL-FM-12,14,9,2,0,0,0,0,0,0,0,0
REAL-FM-13,12,8,2,0,0,0,0,0,0,0,0
REAL-FM-14,18,15,0,0,0,0,0,0,0,0,0
REAL-FM-15,25,16,3,0,0,0,0,0,0,0,0
REAL-FM-16,26,25,3,0,0,0,0,0,0,0,0
REAL-FM-17,25,14,4,0,0,0,0,0,0,0,0
REAL-FM-18,44,19,8,0,0,0,0,0,0,0,0
REAL-FM-19,30,26,8,0,0,0,0,0,0,0,0
