Model,BooleanFeatures,GroupKeywords,BooleanConstraints,FeatureAttributes,GroupCardinality,NumericConstraints,FeatureCardinality,AggregateFunctions,TypeFeatures,StringConstraints,Imports
security-CVE-VarelaVaca2020-2013-5607,423,23,516,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5609,582,67,664,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5610,413,49,530,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5612,437,64,537,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5613,582,67,664,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5614,437,64,537,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5615,557,52,657,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5616,582,67,664,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5618,582,67,664,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5619,411,49,530,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5738,120,13,98,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5739,120,13,98,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-5988,136,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-6167,259,16,431,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-6671,582,67,664,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-6672,416,53,785,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-6673,557,52,657,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-7477,135,15,114,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-7478,133,15,112,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-7479,125,15,104,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2013-7480,122,15,101,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-0165,125,13,103,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-0166,125,13,103,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-10377,105,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1477,588,70,667,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1478,389,31,527,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1479,588,70,667,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1480,408,46,530,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1481,588,70,667,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1482,588,70,667,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1483,408,46,530,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1484,295,46,626,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1485,408,46,530,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1486,582,68,666,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1487,588,70,667,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1488,407,46,530,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1489,298,45,440,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1490,670,64,664,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1491,671,64,664,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1493,590,67,672,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1494,405,44,531,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1496,545,41,659,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1497,590,67,672,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1498,405,44,531,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1499,405,44,531,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1500,405,44,531,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1501,287,38,627,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1502,405,44,531,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1504,402,41,530,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1505,591,68,672,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1506,268,23,624,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1508,590,67,672,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1509,585,64,671,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1510,591,68,672,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1511,591,68,672,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1512,590,67,672,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1513,590,67,672,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1514,590,67,672,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1515,264,19,623,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1516,264,19,623,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1518,592,62,678,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1519,395,31,534,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1520,280,25,633,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1522,394,31,534,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1523,592,62,678,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1524,592,62,678,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1525,394,31,534,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1526,394,31,534,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1527,273,26,625,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1529,592,62,678,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1530,592,62,678,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1531,592,62,678,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1532,592,62,678,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1533,273,17,439,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1534,262,15,438,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1536,262,15,438,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1537,262,15,438,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1538,421,21,573,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1539,416,23,877,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1540,262,15,438,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1541,421,21,573,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1542,275,25,441,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1543,262,15,438,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1544,478,23,578,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1547,425,21,577,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1548,415,19,578,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1549,415,19,578,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1550,415,19,578,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1551,429,25,891,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1552,415,19,578,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1553,280,25,448,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1554,265,15,444,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1555,425,21,577,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1556,425,21,577,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1557,435,28,579,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1558,415,19,578,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1559,415,19,578,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1560,415,19,578,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1561,268,19,441,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1562,292,19,446,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1563,284,28,449,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1564,281,26,448,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1565,271,19,446,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1566,268,19,635,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1567,292,19,446,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1568,4351,39,8138,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1574,284,19,468,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1575,276,15,466,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1576,284,19,468,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1577,284,19,468,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1578,284,19,468,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1580,276,15,466,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1581,284,19,468,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1582,276,15,466,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1583,280,17,467,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1584,276,15,466,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1585,284,19,468,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1586,284,19,468,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1587,600,25,716,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1588,395,19,568,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1589,395,19,568,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1590,600,25,716,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1591,127,15,95,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1592,600,25,716,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1593,600,25,716,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1594,600,25,716,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-1595,463,35,957,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-3616,313,15,2,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-4932,109,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-5204,203,17,177,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-5205,198,13,176,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-5240,203,17,177,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-5265,289,22,243,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-5266,289,22,243,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-6412,359,13,337,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-6604,115,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-8585,117,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-8631,395,19,568,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-8632,395,19,568,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-8634,573,25,733,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-8635,403,19,583,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-8636,404,20,583,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-8637,403,19,583,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-8638,573,25,733,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-8639,573,25,733,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-8640,409,23,584,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-8641,410,21,584,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-8642,409,23,584,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-8643,297,23,705,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-8758,128,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-8801,114,14,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-8809,197,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-8810,198,14,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-9031,134,13,112,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-9034,137,14,113,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-9035,141,17,114,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-9036,141,17,114,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-9037,146,20,115,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-9038,135,13,113,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-9039,146,20,115,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-9178,152,14,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2014-9308,108,14,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0085,108,63,46,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0797,736,64,1266,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0798,303,23,726,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0799,309,24,507,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0800,297,19,722,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0801,508,21,651,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0802,309,25,505,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0803,308,24,505,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0804,308,24,505,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0805,308,24,505,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0806,308,24,505,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0807,471,21,651,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0808,308,24,505,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0810,297,19,722,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0811,308,24,505,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0813,512,25,1047,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0815,508,21,651,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0816,509,22,651,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0817,420,21,593,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0818,422,21,595,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0819,304,24,497,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0820,304,24,497,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0822,463,21,644,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0823,306,25,498,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0824,304,24,497,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0825,304,24,497,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0826,304,24,497,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0827,463,21,644,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0828,299,22,494,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0829,308,27,498,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0830,304,24,497,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0831,478,30,649,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0832,304,24,497,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0833,482,35,997,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0834,304,24,497,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0835,289,15,492,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-0836,463,21,644,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2213,303,13,281,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2329,116,15,94,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2435,129,67,62,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2455,130,68,62,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2456,130,68,62,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2463,128,68,61,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2464,129,68,61,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2503,141,71,60,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2673,118,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2706,295,15,504,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2708,491,32,661,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2709,312,26,510,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2710,491,32,661,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2711,302,19,507,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2712,302,19,507,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2713,491,32,661,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2714,333,23,758,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2715,302,19,507,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2716,495,35,662,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2717,302,19,507,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2718,302,19,507,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2720,296,15,506,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2721,537,50,689,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2722,336,30,521,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2724,528,42,689,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2725,513,34,683,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2726,319,28,520,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2728,333,28,520,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2729,499,25,678,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2730,436,41,609,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2731,499,25,678,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2733,333,28,520,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2734,529,44,688,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2735,527,42,689,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2736,528,42,689,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2737,529,44,688,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2738,529,44,688,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2739,528,42,689,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2740,528,42,689,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2741,322,21,516,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2742,309,23,744,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-2743,336,30,521,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-3421,171,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-3429,312,23,281,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-3438,273,17,246,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-3440,307,18,279,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4062,103,14,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4063,103,14,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4127,130,14,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4473,341,29,551,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4474,330,24,549,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4475,336,26,550,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4476,322,19,797,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4477,330,24,549,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4478,336,26,550,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4479,336,26,550,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4480,336,26,550,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4481,336,29,795,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4482,331,24,547,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4483,325,22,546,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4484,340,29,551,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4485,340,29,551,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4486,340,29,551,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4487,341,29,552,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4488,343,31,552,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4489,341,29,552,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4490,334,27,550,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4491,443,40,639,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4492,340,29,551,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4493,340,29,551,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4495,351,37,553,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4496,301,19,507,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4498,324,17,549,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4500,327,17,551,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4501,318,15,550,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4502,318,15,550,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4503,318,15,550,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4504,318,15,550,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4505,334,23,805,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4506,327,17,551,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4507,318,15,550,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4508,318,15,550,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4509,327,17,551,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4510,318,15,550,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4511,327,17,551,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4512,322,19,797,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4513,331,17,557,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4514,331,17,557,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4515,321,15,556,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4516,318,15,550,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4517,327,17,551,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4518,321,15,556,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4519,327,17,551,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4520,327,17,551,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4521,327,17,551,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-4522,327,17,551,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-5461,186,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-5532,126,13,1,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-5622,307,17,281,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-5714,332,13,310,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-5715,332,13,310,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-5730,303,13,281,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-5731,303,13,281,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-5732,303,13,281,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-5733,303,13,281,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-5734,303,13,281,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-6108,103,63,41,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7174,327,17,551,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7175,327,17,551,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7176,327,17,551,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7177,327,17,551,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7178,334,23,805,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7179,334,23,805,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7180,327,17,551,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7181,424,19,558,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7182,441,30,563,0,0,0,0,0,0,0,0
security-CVE-VarelaVaca2020-2015-7183,424,19,558,0,0,0,0,0,0,0,0
